,runsolver_WCTIME,runsolver_CPUTIME,runsolver_USERTIME,runsolver_SYSTEMTIME,runsolver_CPUUSAGE,runsolver_MAXVM,runsolver_TIMEOUT,runsolver_MEMOUT,runsolver_STATUS,perf_dTLB_load_misses,perf_dTLB_loads,perf_dTLB_store_misses,perf_dTLB_stores,perf_iTLB_load_misses,perf_iTLB_loads,perf_cycles,perf_cache_misses,perf_elapsed,return_code,cpu_time,wall_time,max_memory,platform,hostname,run_id,verdict,runsolver_error
180,128.61,128.599,125.123,3.47585,99.9915,913700,false,false,20,210238639,422237075279232,49693607,53187732787,4567935,39198,304854739862,529821224,128.596731380,20,128.599,128.61,913700,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/blocks-blocks-37-1.120-NOTKNOWN.cnf.gz/0,OK,NaN
181,105.196,105.198,105.111,0.08751,100.002,498940,false,false,20,28114586,281481265997406,6918878,44738085472,557621,209693,261513950601,14106471,105.182332377,20,105.198,105.196,498940,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/goldb-heqc-dalumul.cnf.gz/0,OK,NaN
182,900.026,900.055,899.52,0.535349,100.003,729104,true,false,1,2501718670,2111072139034519,323330570,254848728447,2869509,77004,2153183795428,796697234,899.999191154,1,900.055,900.026,729104,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/partial-10-11-s.cnf.gz/0,TLE,NaN
183,40.1484,40.1443,39.7859,0.358475,99.9898,624564,false,false,20,98362518,140754505148938,34051995,17369194964,507885,37801,99624285824,46622249,40.134811384,20,40.1443,40.1484,624564,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf.gz/0,OK,NaN
184,480.311,480.291,479.368,0.92297,99.9959,542112,false,false,10,500698284,1125925731266372,76801302,142900491663,2188822,72226,1192847080971,233858602,480.287691277,10,480.291,480.311,542112,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/vmpc_28.cnf.gz/0,OK,NaN
185,0.218815,0.200385,0.165217,0.035168,91.5773,421900,false,false,10,145918,196377664,46006,89828220,55720,23688,463422421,90285,0.197691237,10,0.200385,0.218815,421900,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/een-tip-sat-texas-tp-5e.cnf.gz/0,OK,NaN
186,138.474,138.477,138.308,0.169148,100.002,521748,false,false,20,383352891,281525094689285,51589005,59334479044,605971,29794,330355504060,68720059,138.459560718,20,138.477,138.474,521748,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/k2fix_gr_rcs_w9.shuffled.cnf.gz/0,OK,NaN
187,95.1065,95.1002,90.2003,4.89992,99.9934,1078152,false,false,10,143414370,281516423580230,59401399,36576839838,6056485,37035,229163953132,283290507,95.093286090,10,95.1002,95.1065,1078152,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/velev-pipe-sat-1.0-b9.cnf.gz/0,OK,NaN
188,2.01067,1.98252,1.91196,0.070566,98.6003,506640,false,false,10,968214,2236019482,335323,1359593538,111202,25110,4908258845,2296036,1.975595479,10,1.98252,2.01067,506640,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/UTI-10-5t1.cnf.gz/0,OK,NaN
189,4.83062,4.83189,4.71407,0.117822,100.026,484280,false,false,20,2980353,5549083539,874321,3913683252,175761,25839,12015257995,4822436,4.817800409,20,4.83189,4.83062,484280,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/dspam_dump_vc949.cnf.gz/0,OK,NaN
190,115.48,115.364,115.168,0.196617,99.9001,527580,false,false,20,195569999,281496656835320,31064728,43837995368,579967,32927,284370954693,130015819,115.436392926,20,115.364,115.48,527580,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/9dlx_vliw_at_b_iq2.cnf.gz/0,OK,NaN
191,0.335049,0.334844,0.303528,0.031316,99.9388,416988,false,false,10,118964,339193321,30978,213181668,49107,23831,800213668,40438,0.322069093,10,0.334844,0.335049,416988,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/dp10s10.shuffled.cnf.gz/0,OK,NaN
192,55.9873,55.9843,55.8693,0.114962,99.9946,529540,false,false,20,8004046,140760463362634,2919584,23420884425,315563,30987,139302023308,6842707,55.973748491,20,55.9843,55.9873,529540,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/dated-5-15-u.cnf.gz/0,OK,NaN
193,3.68997,3.68994,3.57987,0.110066,99.9991,486732,false,false,20,3379380,4252683877,1003243,2816360252,157677,24006,9166127654,4750883,3.676599519,20,3.68994,3.68997,486732,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/dspam_dump_vc1081.cnf.gz/0,OK,NaN
194,67.4964,67.48,67.3855,0.094533,99.9757,512848,false,false,20,59113830,140795983667676,10880105,25723084302,330781,39870,168162191690,38719516,67.483241023,20,67.48,67.4964,512848,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/velev-pipe-o-uns-1.1-6.cnf.gz/0,OK,NaN
195,900.053,900.099,898.981,1.11826,100.005,602400,true,false,1,6158479009,2111068356101248,828636254,286402929795,4107693,59919,2132868285046,2706423467,900.036394224,1,900.099,900.053,602400,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/sha0_35_3.cnf.gz/0,TLE,NaN
196,43.3598,43.3451,41.1928,2.15234,99.9661,817952,false,false,10,55200794,35593950393,24587892,16890659383,2094763,698711,108066240066,124623258,43.346408045,10,43.3451,43.3598,817952,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/12pipe_bug6_q0.used-as.sat04-725.cnf.gz/0,OK,NaN
197,90.3039,90.3011,90.1477,0.153387,99.9969,545464,false,false,10,181717349,140791959203175,21022268,34126296389,476465,35194,217688313511,34717736,90.289997259,10,90.3011,90.3039,545464,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/palac-sn7-ipc5-h16.cnf.gz/0,OK,NaN
198,900.055,900.1,899.332,0.768217,100.005,638972,true,false,1,4534804851,2111103242676453,652098748,274282531172,3499756,174848,2175234771239,2439171210,900.036102434,1,900.1,900.055,638972,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/ibm-2002-30r-k85.cnf.gz/0,TLE,NaN
199,126.231,126.222,126.046,0.175453,99.993,537616,false,false,20,172764714,281529236247752,26849341,45445391520,498783,36133,306778345105,155573680,126.217596685,20,126.222,126.231,537616,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc/default[s=plingeling]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-12-step15.cnf.gz/0,OK,NaN
200,900.013,899.992,899.544,0.447595,99.9976,754060,true,false,143,844366399,2111070279207402,208848344,293670271347,2588605,170032,2209894640149,2218220740,900.000027008,143,899.992,900.013,754060,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/cube-11-h14-sat.cnf.gz/0,TLE,NaN
201,420.373,420.381,420.265,0.116141,100.002,541764,false,false,20,88262751,985186690412731,39296248,123412725519,1272561,65611,1012305942924,195255674,420.359348704,20,420.381,420.373,541764,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/maxxororand032.cnf.gz/0,OK,NaN
202,89.0541,89.042,88.2126,0.82947,99.9864,907736,false,false,10,5715517,281519338580870,2372917,51456693538,534810,31737,218547006062,464993920,89.037278555,10,89.042,89.0541,907736,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/traffic_r_sat.cnf.gz/0,OK,NaN
203,9.0197,9.00428,8.63776,0.366518,99.829,731016,false,false,10,468276,9847193539,164625,5060187849,160409,25198,22419797780,39583328,9.001749675,10,9.00428,9.0197,731016,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/12pipe_bug4_q0.used-as.sat04-723.cnf.gz/0,OK,NaN
204,900.049,900.087,899.77,0.316632,100.004,602860,true,false,143,2380425168,2111078928211176,366807069,329188852159,3178361,68707,2176219400912,3880863668,900.035965316,143,900.087,900.049,602860,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/mizh-md5-48-5.cnf.gz/0,TLE,NaN
205,32.9168,32.8869,32.8088,0.078099,99.9093,528528,false,false,20,3534233,140755366431539,1695522,16206085478,185904,37692,81540147007,40231495,32.902086476,20,32.8869,32.9168,528528,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/UTI-10-10p0.cnf.gz/0,OK,NaN
206,202.395,202.379,202.306,0.073685,99.9925,497288,false,false,20,120379479,562962743491972,22269665,64727279043,718152,32665,488785866436,69266129,202.365616787,20,202.379,202.395,497288,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/AProVE07-02.cnf.gz/0,OK,NaN
207,71.1446,71.1434,71.0301,0.113284,99.9983,588152,false,false,20,2489867,140800660812848,3514336,41203918030,467111,44378,177074489350,81642036,71.128336243,20,71.1434,71.1446,588152,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/manol-pipe-f7idw.cnf.gz/0,OK,NaN
208,71.5651,71.5507,71.4625,0.088195,99.9798,546508,false,false,10,1567694,281484491668491,2366192,43287089109,422029,43716,172659849853,20866199,71.552274701,10,71.5507,71.5651,546508,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/post-c32s-gcdm16-22.cnf.gz/0,OK,NaN
209,78.9044,78.9081,78.8215,0.086595,100.005,528804,false,false,20,6282890,140780858123371,3507240,30403214032,438679,35379,189191161052,55462590,78.891243154,20,78.9081,78.9044,528804,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/SAT_dat.k55.debugged.cnf.gz/0,OK,NaN
210,900.048,900.081,899.794,0.287195,100.004,611712,true,false,143,3434629388,2111091941395847,499809613,304028813655,3399158,55274,2185627076595,3061393374,900.034094612,143,900.081,900.048,611712,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/mizh-sha0-36-4.cnf.gz/0,TLE,NaN
211,130.949,130.948,130.843,0.105218,99.999,537328,false,false,20,35976141,281512390862285,12862087,50769028870,506362,49576,325532912670,39116766,130.936279937,20,130.948,130.949,537328,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/velev-vliw-uns-2.0-iq2.cnf.gz/0,OK,NaN
212,101.798,101.803,101.688,0.114821,100.006,549644,false,false,20,10747916,140781897416775,4261755,38969712310,422214,38407,246309893228,54034051,101.784233053,20,101.803,101.798,549644,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/total-10-13-u.cnf.gz/0,OK,NaN
213,89.1331,89.1153,88.9698,0.145495,99.9801,586212,false,false,10,6201860,140767287730985,5373917,35742499101,447988,33535,214728708627,125281168,89.119360770,10,89.1153,89.1331,586212,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/SAT_dat.k90.debugged.cnf.gz/0,OK,NaN
214,2.26691,2.24079,2.15496,0.085829,98.848,516996,false,false,10,309595,2516216741,73046,1402840003,78940,24963,5550732416,6646379,2.253926941,10,2.24079,2.26691,516996,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.gz/0,OK,NaN
215,129.238,129.229,127.62,1.60847,99.9926,767236,false,false,20,58341840,281540291261451,16052182,71243327945,630402,47555,321657485162,344416920,129.225235876,20,129.229,129.238,767236,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-27-step13.cnf.gz/0,OK,NaN
216,57.7929,57.7881,57.7387,0.04942,99.9918,498408,false,false,20,2397476,140781417120878,3095573,20087167942,286888,28345,141096000318,16973357,57.778989027,20,57.7881,57.7929,498408,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k25.debugged.cnf.gz/0,OK,NaN
217,179.498,179.494,179.368,0.12664,99.9981,547644,false,false,10,19403611,422254347034410,9967141,69676443789,720731,53465,441600327869,184282456,179.483183995,10,179.494,179.498,547644,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/UTI-15-5p1.cnf.gz/0,OK,NaN
218,18.7865,18.788,18.6958,0.092239,100.008,555320,false,false,20,1029441,18884261560,864497,9282758144,143275,27701,46821610252,9351044,18.773384056,20,18.788,18.7865,555320,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf.gz/0,OK,NaN
219,900.056,900.089,899.828,0.26096,100.004,568924,true,false,143,-1,-1,-1,-1,-1,-1,-1,-1,-1,143,900.089,900.056,568924,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/sha0_36_5.cnf.gz/0,TLE,NaN
220,1.29003,1.29118,1.25575,0.035433,100.09,493824,false,false,20,133979,1490818417,48086,802652140,52557,24031,3184834547,158739,1.277043944,20,1.29118,1.29003,493824,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf.gz/0,OK,NaN
221,66.3348,66.3356,66.2575,0.078126,100.001,523740,false,false,20,1381112,281483237919523,1722624,38613569510,409177,43065,152802281419,17854988,66.318264155,20,66.3356,66.3348,523740,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/AProVE11-11.cnf.gz/0,OK,NaN
222,143.582,143.573,143.511,0.061473,99.9933,506996,false,false,20,2247014,281517019865013,2551882,61729251725,453078,29209,343015723162,45944742,143.568824667,20,143.573,143.582,506996,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/rbcl_xits_07_UNSAT.cnf.gz/0,OK,NaN
223,29.7383,29.7365,29.648,0.088523,99.9942,550312,false,false,20,1667556,24072261973,1359673,12216705634,187690,30749,74127543148,46797475,29.722209969,20,29.7365,29.7383,550312,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/simon-s03-fifo8-400.cnf.gz/0,OK,NaN
224,4.74029,4.73672,4.69963,0.037098,99.9247,492312,false,false,10,168422,140742285414081,74354,3330897398,70336,25634,11443126998,755745,4.724382277,10,4.73672,4.74029,492312,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/AProVE09-05.cnf.gz/0,OK,NaN
225,382.881,382.896,382.69,0.205973,100.004,671796,false,false,20,291565756,985185208301615,70814689,149876024403,1552278,62343,909172434623,1078971508,382.867288654,20,382.896,382.881,671796,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/manol-pipe-c10nidw.cnf.gz/0,OK,NaN
226,148.284,148.289,148.198,0.091049,100.004,526640,false,false,20,45633723,281506679878098,9739720,44539003026,424384,46979,354796831672,58275359,148.268268920,20,148.289,148.284,526640,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf.gz/0,OK,NaN
227,11.7961,11.7792,11.7403,0.038905,99.8566,492220,false,false,20,356651,10583101130,392872,5365919975,93770,26009,29340413330,2014763,11.768226118,20,11.7792,11.7961,492220,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/slp-synthesis-aes-bottom12.cnf.gz/0,OK,NaN
228,55.4546,55.4501,55.3769,0.073254,99.9919,520264,false,false,20,1546834,140764778552621,1882290,26576248350,300775,34757,130739814850,25088465,55.441593060,20,55.4501,55.4546,520264,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf.gz/0,OK,NaN
229,78.6897,78.6679,78.5699,0.097996,99.9723,546232,false,false,10,4850979,281483710452125,3002334,31353827532,364133,35971,183204779051,76738169,78.661930697,10,78.6679,78.6897,546232,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/partial-5-13-s.cnf.gz/0,OK,NaN
230,277,277.008,276.821,0.186779,100.003,556084,false,false,20,78229638,703717539393572,20547499,102164833124,1009546,66127,667779253386,417432977,276.981667375,20,277.008,277,556084,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/UR-15-10p0.cnf.gz/0,OK,NaN
231,0.427993,0.428471,0.391699,0.036772,100.112,484684,false,false,20,102955,421348073,20116,180496441,49522,23856,1033020245,64088,0.414808068,20,0.428471,0.427993,484684,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/cmu-bmc-barrel6.cnf.gz/0,OK,NaN
232,1.97563,1.97505,1.92587,0.049176,99.9705,441896,false,false,20,235626,2164708772,88245,1338632981,63759,24138,4889810263,1074637,1.961358180,20,1.97505,1.97563,441896,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/een-tip-uns-nusmv-t5.B.cnf.gz/0,OK,NaN
233,44.2369,44.24,44.1293,0.110661,100.007,597172,false,false,20,1841616,140778297404300,2853762,20101795422,222644,93927,110018755547,43630313,44.223522215,20,44.24,44.2369,597172,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/uts-l06-ipc5-h33-unknown.cnf.gz/0,OK,NaN
234,53.364,53.3451,53.2599,0.085206,99.9645,546592,false,false,10,2133057,140757347867729,2809892,21825905754,287516,32218,125520843182,58260902,53.349992589,10,53.3451,53.364,546592,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/SAT_dat.k60.debugged.cnf.gz/0,OK,NaN
235,0.0718449,0.073638,0.044076,0.029562,102.496,0,false,false,10,94605,45876858,10697,28490305,45434,23636,147817639,35714,0.058749655,10,0.073638,0.0718449,0,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/aes_32_1_keyfind_1.cnf.gz/0,OK,NaN
236,1.31828,1.31934,1.28064,0.038699,100.081,497004,false,false,20,144559,1357267122,57440,848181488,54781,23887,3254019493,596501,1.305180198,20,1.31934,1.31828,497004,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/manol-pipe-g6bi.cnf.gz/0,OK,NaN
237,89.5923,89.5225,89.1528,0.369738,99.9221,712476,false,false,10,20614454,281496104926853,7193638,37119333708,505595,42282,220100722104,110246722,89.579231062,10,89.5225,89.5923,712476,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/clauses-6.cnf.gz/0,OK,NaN
238,12.0862,12.0848,12.0386,0.046122,99.988,513544,false,false,20,418680,10810495531,380392,5401472158,113151,26438,30101667793,2484578,12.073320720,20,12.0848,12.0862,513544,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/dated-5-11-u.cnf.gz/0,OK,NaN
239,71.5205,71.5038,71.1576,0.346191,99.9766,627004,false,false,10,12528394,281486476222712,5508231,30941088212,327288,29577,170349255881,155987617,71.507461233,10,71.5038,71.5205,627004,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-18-step16.cnf.gz/0,OK,NaN
240,12.0099,12.001,11.9407,0.060276,99.926,545320,false,false,20,491604,140747610481239,335128,6825246044,118201,25854,29576393907,9778362,11.987604679,20,12.001,12.0099,545320,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf.gz/0,OK,NaN
241,900.048,900.045,899.164,0.880895,99.9996,722304,true,false,1,579537733,2111086322833128,177120236,299241130017,2699093,91265,2138910857237,1600124967,900.035283949,1,900.045,900.048,722304,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/9dlx_vliw_at_b_iq5.cnf.gz/0,TLE,NaN
242,4.73389,4.73474,4.66046,0.074288,100.018,489656,false,false,20,309929,5529465901,107734,3906708855,86245,24919,11772764385,4800273,4.720555948,20,4.73474,4.73389,489656,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi6324.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/dspam_dump_vc950.cnf.gz/0,OK,NaN
