,runsolver_WCTIME,runsolver_CPUTIME,runsolver_USERTIME,runsolver_SYSTEMTIME,runsolver_CPUUSAGE,runsolver_MAXVM,runsolver_TIMEOUT,runsolver_MEMOUT,runsolver_STATUS,perf_tlb_miss,perf_cycles,perf_cache_misses,perf_elapsed,return_code,cpu_time,wall_time,max_memory,platform,hostname,run_id,verdict,runsolver_error
579,912.048,120.722,120.115,0.607054,13.2363,610620,true,false,1,2362670966,297167089684,2289105511,903.098783886,1,120.722,912.048,610620,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf.gz/0,TLE,NaN
580,906.432,121.65,120.082,1.56794,13.4208,1360116,true,false,0,422212729081837,302580275431,2232823293,904.372618159,0,121.65,906.432,1360116,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/blocks-blocks-37-1.120-NOTKNOWN.cnf.gz/0,TLE,NaN
581,908.471,120.22,120.124,0.095956,13.2332,343468,true,false,0,-1,-1,-1,-1,0,120.22,908.471,343468,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/goldb-heqc-dalumul.cnf.gz/0,TLE,NaN
582,910.729,112.305,111.448,0.857217,12.3314,629928,true,false,0,140737506170909,277357111239,1758439329,904.090174331,0,112.305,910.729,629928,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/partial-10-11-s.cnf.gz/0,TLE,NaN
583,905.274,118.145,117.626,0.519061,13.0507,621944,true,false,0,140737852949231,294317941768,1176209696,904.823539540,0,118.145,905.274,621944,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf.gz/0,TLE,NaN
584,577.769,74.5693,74.4582,0.111107,12.9064,366000,false,false,10,807889793,185802919331,486820608,577.372380574,10,74.5693,577.769,366000,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/vmpc_28.cnf.gz/0,OK,NaN
585,8.58123,0.101181,0.07641,0.024771,1.1791,308580,false,false,10,171296,219498766,349425,7.054249024,10,0.101181,8.58123,308580,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/een-tip-sat-texas-tp-5e.cnf.gz/0,OK,NaN
586,671.657,85.884,85.6278,0.25618,12.7869,434512,false,false,20,140737689023745,213970509283,805189524,671.533473247,20,85.884,671.657,434512,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/k2fix_gr_rcs_w9.shuffled.cnf.gz/0,OK,NaN
587,910.023,120.016,117.986,2.02974,13.1883,1582428,true,false,1,-1,-1,-1,-1,1,120.016,910.023,1582428,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/velev-pipe-sat-1.0-b9.cnf.gz/0,TLE,NaN
588,45.0519,5.55699,5.39936,0.157634,12.3346,421156,false,false,10,20168699,13802633464,47171193,44.641523250,10,5.55699,45.0519,421156,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/UTI-10-5t1.cnf.gz/0,OK,NaN
589,6.8661,0.625522,0.533025,0.092497,9.11029,368972,false,false,20,1217551,1526194840,5165572,6.449943795,20,0.625522,6.8661,368972,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/dspam_dump_vc949.cnf.gz/0,OK,NaN
590,903.432,121.837,121.337,0.500418,13.486,471060,true,false,0,924679972,303425398461,1067433611,902.621391398,0,121.837,903.432,471060,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/9dlx_vliw_at_b_iq2.cnf.gz/0,TLE,NaN
591,72.5511,9.28889,9.23057,0.058316,12.8032,327944,false,false,10,67945423,23087860159,56408970,71.737174746,10,9.28889,72.5511,327944,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/dp10s10.shuffled.cnf.gz/0,OK,NaN
592,857.749,113.076,112.887,0.189051,13.1829,432308,false,false,20,281476204981035,281711253066,908217389,857.433096589,20,113.076,857.749,432308,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/dated-5-15-u.cnf.gz/0,OK,NaN
593,6.513,0.687206,0.574075,0.113131,10.5513,381332,false,false,20,1109788,1675169930,5702640,6.361490522,20,0.687206,6.513,381332,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/dspam_dump_vc1081.cnf.gz/0,OK,NaN
594,903.529,113.616,113.106,0.510238,12.5747,441808,true,false,0,-1,-1,-1,-1,0,113.616,903.529,441808,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/velev-pipe-o-uns-1.1-6.cnf.gz/0,TLE,NaN
595,908.54,120.627,120.5,0.126122,13.277,403132,true,false,1,-1,-1,-1,-1,1,120.627,908.54,403132,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/sha0_35_3.cnf.gz/0,TLE,NaN
596,715.861,85.9011,84.739,1.16213,11.9997,1118420,false,false,10,612612968,213943394070,826924407,715.537256946,10,85.9011,715.861,1118420,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/12pipe_bug6_q0.used-as.sat04-725.cnf.gz/0,OK,NaN
597,403.015,51.2475,51.0471,0.200403,12.716,459336,false,false,10,764493692,127679728543,627615066,402.587110161,10,51.2475,403.015,459336,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/palac-sn7-ipc5-h16.cnf.gz/0,OK,NaN
598,907.299,121.559,121.141,0.418132,13.3979,545068,true,false,0,140738086212728,301256440250,1513694082,902.655040898,0,121.559,907.299,545068,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/ibm-2002-30r-k85.cnf.gz/0,TLE,NaN
599,912.179,118.162,117.21,0.951469,12.9538,918572,true,false,1,140737616387589,291748625878,1452076634,904.845466189,1,118.162,912.179,918572,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc/default[s=mergesat]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-12-step15.cnf.gz/0,TLE,NaN
600,900.075,515.713,514.817,0.895776,57.2967,605356,true,false,1,985162739424507,1282182168200,4452871626,899.113533840,1,515.713,900.075,605356,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/cube-11-h14-sat.cnf.gz/0,TLE,NaN
601,900.082,332.738,332.506,0.232725,36.9676,413776,true,false,143,703687537586474,828585731963,1101642357,899.392947989,143,332.738,900.082,413776,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/maxxororand032.cnf.gz/0,TLE,NaN
602,445.123,124.984,122.783,2.20152,28.0786,789340,false,false,10,140737681440972,311366190283,1242461337,444.250137889,10,124.984,445.123,789340,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/traffic_r_sat.cnf.gz/0,OK,NaN
603,38.8708,11.9628,10.8681,1.09477,30.7759,703992,false,false,10,17942694,29778805318,86571444,38.614083278,10,11.9628,38.8708,703992,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/12pipe_bug4_q0.used-as.sat04-723.cnf.gz/0,OK,NaN
604,900.09,464.849,463.418,1.43165,51.6448,449604,true,false,143,-1,-1,-1,-1,143,464.849,900.09,449604,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/mizh-md5-48-5.cnf.gz/0,TLE,NaN
605,158.382,40.0478,39.8904,0.157374,25.2856,416488,false,false,20,38979593,99756462269,252337170,158.099109129,20,40.0478,158.382,416488,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/UTI-10-10p0.cnf.gz/0,OK,NaN
606,623.425,228.288,228.185,0.10321,36.6184,407448,false,false,20,562950038016602,568867548331,1032140526,622.753029262,20,228.288,623.425,407448,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/AProVE07-02.cnf.gz/0,OK,NaN
607,208.357,86.6462,86.392,0.254142,41.5854,467748,false,false,20,140737607450560,215880685077,541472614,208.017764153,20,86.6462,208.357,467748,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/manol-pipe-f7idw.cnf.gz/0,OK,NaN
608,293.19,79.3664,79.2105,0.155907,27.07,428236,false,false,10,140737501926392,197715558263,248367874,292.984774346,10,79.3664,293.19,428236,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/post-c32s-gcdm16-22.cnf.gz/0,OK,NaN
609,403.988,95.5403,95.3549,0.185426,23.6493,416720,false,false,20,140737571191895,238038140147,565878125,403.736032335,20,95.5403,403.988,416720,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/SAT_dat.k55.debugged.cnf.gz/0,OK,NaN
610,900.059,562.242,561.227,1.01549,62.4673,435264,true,false,1,1548112817907133,1395693172369,4692076351,899.170479261,1,562.242,900.059,435264,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/mizh-sha0-36-4.cnf.gz/0,TLE,NaN
611,509.06,154.047,153.856,0.191451,30.2611,412048,false,false,20,562949990942609,383802769476,818437635,508.272088138,20,154.047,509.06,412048,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/velev-vliw-uns-2.0-iq2.cnf.gz/0,OK,NaN
612,512.878,112.101,111.912,0.188887,21.8572,427916,false,false,20,140737542577532,279278806219,433041256,512.511146314,20,112.101,512.878,427916,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/total-10-13-u.cnf.gz/0,OK,NaN
613,419.456,110.448,110.174,0.273894,26.3312,467796,false,false,10,422212527237314,275164821080,798057265,418.513128842,10,110.448,419.456,467796,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/SAT_dat.k90.debugged.cnf.gz/0,OK,NaN
614,27.2435,3.06251,2.85708,0.205436,11.2412,447652,false,false,10,8058882,7585766535,22682615,25.187856473,10,3.06251,27.2435,447652,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.gz/0,OK,NaN
615,534.07,170.241,165.593,4.64817,31.8762,653704,false,false,20,422212501777595,424194125812,1544397381,533.706104319,20,170.241,534.07,653704,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-27-step13.cnf.gz/0,OK,NaN
616,335.28,64.1914,64.0922,0.09926,19.1456,383344,false,false,20,140737507329622,159887829661,250353264,334.272250914,20,64.1914,335.28,383344,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k25.debugged.cnf.gz/0,OK,NaN
617,816.777,213.798,213.546,0.25126,26.1758,426884,false,false,10,562950008882799,532624250990,1346528215,816.533041935,10,213.798,816.777,426884,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/UTI-15-5p1.cnf.gz/0,OK,NaN
618,127.815,21.1051,20.9336,0.171497,16.5122,442100,false,false,20,15588108,52559664302,72158106,127.500173981,20,21.1051,127.815,442100,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf.gz/0,OK,NaN
619,900.083,383.412,382.647,0.764416,42.5974,411112,true,false,1,703687497882553,949551864905,3365588687,899.270712655,1,383.412,900.083,411112,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/sha0_36_5.cnf.gz/0,TLE,NaN
620,16.849,1.40768,1.349,0.058683,8.35466,377672,false,false,20,296320,3472309091,2700826,16.576029307,20,1.40768,16.849,377672,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf.gz/0,OK,NaN
621,333.17,75.4544,75.3014,0.153053,22.6474,409884,false,false,20,422212481116690,187971153698,281155814,332.748027218,20,75.4544,333.17,409884,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/AProVE11-11.cnf.gz/0,OK,NaN
622,685.307,159.193,159.068,0.125882,23.2295,395160,false,false,20,422212474632603,396575404937,583803535,685.066116950,20,159.193,685.307,395160,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/rbcl_xits_07_UNSAT.cnf.gz/0,OK,NaN
623,190.107,36.8295,36.683,0.146503,19.3731,427952,false,false,20,140737509866725,91673620131,268337651,189.649753585,20,36.8295,190.107,427952,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/simon-s03-fifo8-400.cnf.gz/0,OK,NaN
624,24.652,5.08964,5.03186,0.057786,20.646,377276,false,false,10,522060,12647119272,9203896,24.287034847,10,5.08964,24.652,377276,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/AProVE09-05.cnf.gz/0,OK,NaN
625,900.07,358.683,357.76,0.922332,39.8505,581068,true,false,1,1125899944421129,892406122692,2634084253,899.814071112,1,358.683,900.07,581068,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/manol-pipe-c10nidw.cnf.gz/0,TLE,NaN
626,431.924,184.772,184.6,0.172096,42.7788,405884,false,false,20,281475001287973,460462913596,1239982567,431.064768201,20,184.772,431.924,405884,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf.gz/0,OK,NaN
627,78.0608,12.5795,12.5123,0.067247,16.115,377608,false,false,20,1583480,31311700013,28911221,77.641193291,20,12.5795,78.0608,377608,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/slp-synthesis-aes-bottom12.cnf.gz/0,OK,NaN
628,294.012,67.3133,67.1842,0.12908,22.8948,403336,false,false,20,140737519893322,167669493275,376229479,293.471610839,20,67.3133,294.012,403336,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf.gz/0,OK,NaN
629,366.194,100.792,100.614,0.177705,27.5241,420640,false,false,10,140737495301370,251120211405,723042403,365.296763505,10,100.792,366.194,420640,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/partial-5-13-s.cnf.gz/0,OK,NaN
630,773.252,353.929,353.512,0.416904,45.7716,445256,false,false,20,703687521536340,881408601532,2738293904,772.607270358,20,353.929,773.252,445256,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/UR-15-10p0.cnf.gz/0,OK,NaN
631,2.73928,0.452297,0.411043,0.041254,16.5116,370268,false,false,20,155765,1090972282,602002,2.448037188,20,0.452297,2.73928,370268,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/cmu-bmc-barrel6.cnf.gz/0,OK,NaN
632,24.892,2.25346,2.18629,0.067167,9.05292,319804,false,false,20,1282446,5578835039,7658316,24.056658722,20,2.25346,24.892,319804,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/een-tip-uns-nusmv-t5.B.cnf.gz/0,OK,NaN
633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119255979,141303387679,428860048,253.067043265,-1,-1,-1,-1,NaN,NaN,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/uts-l06-ipc5-h33-unknown.cnf.gz/0/stdout.txt,RTE,true
634,272.84,64.2875,64.0771,0.210432,23.5623,430608,false,false,10,77072151,160175283926,413736246,272.328607375,10,64.2875,272.84,430608,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/SAT_dat.k60.debugged.cnf.gz/0,OK,NaN
635,5.83185,0.086481,0.046409,0.040072,1.48291,299520,false,false,10,134841,171060980,239328,4.923873624,10,0.086481,5.83185,299520,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/aes_32_1_keyfind_1.cnf.gz/0,OK,NaN
636,9.68181,1.45037,1.40355,0.046823,14.9804,381248,false,false,20,371634,3578620953,3653608,9.508056257,20,1.45037,9.68181,381248,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/manol-pipe-g6bi.cnf.gz/0,OK,NaN
637,501.303,104.536,103.782,0.754297,20.8529,592964,false,false,10,422212495058121,260414012401,645750390,500.517237658,10,104.536,501.303,592964,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/clauses-6.cnf.gz/0,OK,NaN
638,83.0757,12.8396,12.7443,0.095332,15.4553,396560,false,false,20,2263356,31953135310,21827404,82.135848131,20,12.8396,83.0757,396560,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/dated-5-11-u.cnf.gz/0,OK,NaN
639,399.661,94.7968,93.9811,0.815692,23.7193,527936,false,false,10,281474992883474,236094030072,869488409,399.398705546,10,94.7968,399.661,527936,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-18-step16.cnf.gz/0,OK,NaN
640,94.7535,13.8941,13.7672,0.126867,14.6634,429912,false,false,20,11151955,34590677910,66720254,94.211755175,20,13.8941,94.7535,429912,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf.gz/0,OK,NaN
641,900.061,515.201,513.367,1.83421,57.2407,540148,true,false,1,1125899948335780,1281558636793,3455261186,899.795017866,1,515.201,900.061,540148,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/9dlx_vliw_at_b_iq5.cnf.gz/0,TLE,NaN
642,28.4953,5.37726,5.20767,0.169592,18.8707,419032,false,false,20,4138984,13363215091,18491082,26.943253128,20,5.37726,28.4953,419032,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/dspam_dump_vc950.cnf.gz/0,OK,NaN
643,413.583,147.541,147.281,0.260317,35.6739,431176,false,false,20,281475133238060,367584736547,1086545981,413.416770357,20,147.541,413.583,431176,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5416.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/UTI-15-10p0.cnf.gz/0,OK,NaN
644,121.298,24.2015,24.1302,0.071285,19.9521,407448,false,false,20,5448003,60274643079,74541463,120.761188528,20,24.2015,121.298,407448,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5584.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/all.used-as.sat04-986.cnf.gz/0,OK,NaN
645,900.05,357.181,356.457,0.724572,39.6846,414456,true,false,143,703687801637903,889492563095,2382277381,899.618385614,143,357.181,900.05,414456,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5483.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/sha0_35_4.cnf.gz/0,TLE,NaN
646,900.088,514.396,513.724,0.671766,57.1495,633612,true,false,1,985162462840849,1277157680222,4670815830,899.277513113,1,514.396,900.088,633612,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/grid-strips-grid-y-3.035-NOTKNOWN.cnf.gz/0,TLE,NaN
647,415.139,109.302,109.154,0.147685,26.3289,382740,false,false,20,53334001,272285740270,507741954,414.250121049,20,109.302,415.139,382740,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/eq.atree.braun.10.unsat.cnf.gz/0,OK,NaN
648,900.095,445.031,440.862,4.16865,49.4426,735372,true,false,1,1266637420810857,1105682342273,2950869738,899.836203093,1,445.031,900.095,735372,Linux-3.10.0-693.21.1.el7.x86_64-x86_64-with-redhat-7.4-Maipo,taurusi5432.taurus.hrsk.tu-dresden.de,output/glibc_thp/default[s=plingeling]/sat_gauss_bench/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf.gz/0,TLE,NaN
