,runsolver_MAXVM,max_memory,width_frac_denominator,runsolver_STATUS,pre_wall,runsolver_WCTIME,enc_wall,runsolver_TIMEOUT,width_frac_numerator,perf_cycles,pre_clique_size,cpu_time,run_id,perf_dTLB_loads,runsolver_SYSTEMTIME,runsolver_USERTIME,#vertices,perf_dTLB_store_misses,size_largest_hyperedge,perf_iTLB_load_misses,width,platform,#hyperedges,err,perf_dTLB_load_misses,perf_elapsed,perf_iTLB_loads,runsolver_MEMOUT,perf_cache_misses,ret_fhtd,runsolver_CPUUSAGE,hostname,num_twins,runsolver_CPUTIME,return_code,verdict,wall_time,runsolver_error,hash,perf_dTLB_stores
94,945844,945844,NaN,1,NaN,7200.08,NaN,true,NaN,17725769066213,NaN,7198.67,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-40-10-07948-40-27.xml.hg/0,7476225815339,1.06811,7197.6,NaN,22538723916,NaN,2365290200,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,141417048758,7199.737187708,602220823,false,13453557065,NaN,99.9803,taurusi6486.taurus.hrsk.tu-dresden.de,NaN,7198.67,1,TLE,7200.08,NaN,NaN,4049427240977
95,1488036,1488036,1,0,[0.10837197303771973],91.3565,4.223646879196167,false,4,224207783041,[1],91.5559,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-008-ext.xml.hg/0,97069283005,3.67763,87.8782,79,151530187,5,42957378,4.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,54,NaN,1006151158,91.226449908,45476894,false,270503834,1,100.218,taurusi6486.taurus.hrsk.tu-dresden.de,[0],91.5559,0,OK,91.3565,NaN,883dd336c55a0efb88d29f5e0b5bfd5fc767ccbc86446cc384854896b1e001b3,53838705578
96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-40-40.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
97,7612036,7612036,NaN,1,NaN,7200.38,NaN,true,NaN,-1,NaN,7204.65,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-hard-174-ext.xml.hg/0,-1,41.2222,7163.43,NaN,-1,NaN,-1,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,-1,-1,-1,false,-1,NaN,100.059,taurusi6475.taurus.hrsk.tu-dresden.de,NaN,7204.65,1,TLE,7200.38,NaN,NaN,-1
98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/MaxCSP-wijsmanguo.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
99,1641012,1641012,NaN,0,NaN,74.3101,NaN,false,NaN,182168495685,NaN,74.6713,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-medium-024-ext.xml.hg/0,89760224514,4.31285,70.3584,NaN,41692218,NaN,22338129,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,442461310,74.070430041,57772166,false,373519501,NaN,100.486,taurusi6520.taurus.hrsk.tu-dresden.de,NaN,74.6713,0,RTE,74.3101,NaN,NaN,46783795507
100,8269780,8269780,NaN,1,NaN,1031.09,NaN,false,NaN,2483922987847,NaN,1026.29,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-148-table.xml.hg/0,2069614380233,5.38318,1020.91,NaN,94215782,NaN,17291259,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,372965035,1010.371684231,5550147,true,386607418,NaN,99.5347,taurusi6586.taurus.hrsk.tu-dresden.de,NaN,1026.29,1,MEM,1031.09,NaN,NaN,838284229595
101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-092-table.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-112-ext.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/cnf-2-80-0100-735549.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
104,809780,809780,NaN,0,NaN,2.6964,NaN,false,NaN,5406377382,NaN,2.35542,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-30.xml.hg/0,2686221143,0.341702,2.01372,NaN,443943,NaN,2231859,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,3664459,2.567756090,2470123,false,1460406,NaN,87.3546,taurusi6336.taurus.hrsk.tu-dresden.de,NaN,2.35542,0,RTE,2.6964,NaN,NaN,1482502533
105,8243968,8243968,NaN,1,NaN,945.976,NaN,false,NaN,2329023323761,NaN,950.501,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-hard-140-ext.xml.hg/0,811149349982,40.5384,909.963,NaN,1482982821,NaN,182790642,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,10498865354,945.147676876,415659254,true,11779697818,NaN,100.478,taurusi6406.taurus.hrsk.tu-dresden.de,NaN,950.501,1,MEM,945.976,NaN,NaN,394013155410
106,811688,811688,2,0,[0.04108405113220215],2.91284,0.07562565803527832,false,9,6334227167,[1],2.72679,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-40-80.xml.hg/0,3383906747,0.289801,2.43699,20,532053,2,1832202,4.5,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,53,NaN,4327265,2.782563463,2302664,false,1246818,1,93.6128,taurusi6520.taurus.hrsk.tu-dresden.de,[0],2.72679,0,OK,2.91284,NaN,453d46a410b16480f1146ad058b8e8e4d6cdd81018c3f79d7ed663f8939646ef,1898943705
107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-40-10-07948-40-96.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
108,1523812,1523812,NaN,1,NaN,2782.61,NaN,false,NaN,6855454728759,NaN,2782.11,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/cnf-3-80-0100-735544.xml.hg/0,4062663440569,2.85592,2779.25,NaN,2906947574,NaN,337806332,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,16522577233,2782.340275254,266521942,false,4648412015,NaN,99.9821,taurusi6340.taurus.hrsk.tu-dresden.de,NaN,2782.11,1,DECOMP,2782.61,NaN,NaN,2540074878691
109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-69.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-106-ext.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/rand-25-10-25-87-20.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-04.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-039-ext.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-40-36.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
115,883872,883872,1,0,[0.09882307052612305],67.8847,0.45443081855773926,false,6,164634933442,[1],67.0621,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/cnf-2-40-0100-730626.xml.hg/0,88795329045,0.73264,66.3295,39,105687282,2,24989598,6.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,94,NaN,578342409,67.754877420,13878207,false,30015015,1,98.7883,taurusi6475.taurus.hrsk.tu-dresden.de,[0],67.0621,0,OK,67.8847,NaN,ce74859faa9af92610888451e86ce200a300656d7b2c70e99c000fa712234600,49467335116
116,5447336,5447336,NaN,1,NaN,7200.25,NaN,true,NaN,17751301306243,NaN,7202.89,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-medium-085-ext.xml.hg/0,9732827362017,24.6369,7178.26,NaN,3630782850,NaN,561654586,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,25944249991,7199.841537261,637062641,false,28262958315,NaN,100.037,taurusi6586.taurus.hrsk.tu-dresden.de,NaN,7202.89,1,TLE,7200.25,NaN,NaN,806318913093
117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-40-12.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-40-10-07948-40-04.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-40-10-07948-40-67.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
120,5756296,5756296,NaN,1,NaN,7200.26,NaN,true,NaN,17740976558059,NaN,7203.19,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/pret-150-60.xml.hg/0,4317750717970,25.6431,7177.54,NaN,26348755902,NaN,1093623963,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,146308025400,7199.879872504,1005176549,false,93870593993,NaN,100.041,taurusi6486.taurus.hrsk.tu-dresden.de,NaN,7203.19,1,TLE,7200.26,NaN,NaN,2397378724055
121,2467520,2467520,NaN,1,NaN,7200.13,NaN,true,NaN,17736638557772,NaN,7200.51,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-051-ext.xml.hg/0,5240008994215,8.28475,7192.23,NaN,30970318235,NaN,1484289187,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,181346333216,7199.909856223,1226418813,false,28685003699,NaN,100.005,taurusi6586.taurus.hrsk.tu-dresden.de,NaN,7200.51,1,TLE,7200.13,NaN,NaN,2856942827313
122,8244124,8244124,NaN,1,NaN,1562.37,NaN,false,NaN,3855686584254,NaN,1561.8,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-172-table.xml.hg/0,2886741070790,12.0303,1549.77,NaN,297382006,NaN,47344519,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,1918268636,1561.678614042,18461034,true,1981162167,NaN,99.9636,taurusi6336.taurus.hrsk.tu-dresden.de,NaN,1561.8,1,MEM,1562.37,NaN,NaN,1266079331996
123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-hard-039-ext.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
124,8269780,8269780,NaN,1,NaN,1024.18,NaN,false,NaN,2472526733912,NaN,1022.47,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-057-table.xml.hg/0,2061595346589,7.52159,1014.95,NaN,95138595,NaN,23561576,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,378958504,1002.655951050,4387962,true,373474156,NaN,99.8331,taurusi6413.taurus.hrsk.tu-dresden.de,NaN,1022.47,1,MEM,1024.18,NaN,NaN,835128620835
125,8269780,8269780,NaN,1,NaN,1019.5,NaN,false,NaN,2460458528837,NaN,1017.53,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-120-table.xml.hg/0,2045287983338,6.20077,1011.33,NaN,89776797,NaN,21064059,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,377200526,997.905635434,4191707,true,426110116,NaN,99.8061,taurusi6522.taurus.hrsk.tu-dresden.de,NaN,1017.53,1,MEM_ENC,1019.5,NaN,NaN,828822998428
126,6371888,6371888,NaN,1,NaN,7200.33,NaN,true,NaN,17744959935840,NaN,7204.12,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-medium-093-ext.xml.hg/0,4092069371019,26.5342,7177.59,NaN,16435162995,NaN,1184479328,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,111868266095,7199.920303452,2091663660,false,128394789055,NaN,100.053,taurusi6340.taurus.hrsk.tu-dresden.de,NaN,7204.12,1,TLE,7200.33,NaN,NaN,2216618135710
127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-90.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-40-77.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/pigeonsPlus-06-04.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-40-10-07948-40-02.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/cnf-3-40-0100-730621.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-40-18.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
133,757888,757888,1,0,[],2.09828,0,false,3.0,3306759240,[],1.51099,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/pigeonsPlus-06-08.xml.hg/0,1309419194,0.302231,1.20876,54,396854,8,1675957,3.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,27,NaN,2981310,1.968607384,1983434,false,1757534,1,72.0107,taurusi6340.taurus.hrsk.tu-dresden.de,[],1.51099,0,OK,2.09828,NaN,fc4d274cf703132d4feaa64ad37eacd64ed5a1a59d1a05fce7741b4cafd2a9dc,754735221
134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/rand-25-10-21-85-32.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
135,8269780,8269780,NaN,1,NaN,1024.73,NaN,false,NaN,2487320897331,NaN,1024.13,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Nonogram-133-table.xml.hg/0,2075017627713,5.24407,1018.88,NaN,92604016,NaN,15182159,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,376577651,1007.483088337,4714488,true,364220941,NaN,99.9412,taurusi6336.taurus.hrsk.tu-dresden.de,NaN,1024.13,1,MEM_ENC,1024.73,NaN,NaN,840671905087
136,938288,938288,NaN,1,NaN,922.188,NaN,false,NaN,2268137768152,NaN,921.817,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-40-10-07948-40-38.xml.hg/0,1092604549104,1.42363,920.393,NaN,2781677372,NaN,316848600,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,14275160302,921.474132922,95591837,false,792403689,NaN,99.9597,taurusi6520.taurus.hrsk.tu-dresden.de,NaN,921.817,1,MODEL_REC,922.188,NaN,NaN,603794209051
137,6047788,6047788,NaN,1,NaN,7200.32,NaN,true,NaN,17744920675816,NaN,7203.27,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-072-ext.xml.hg/0,5312363943682,26.6401,7176.63,NaN,16605500697,NaN,995574576,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,122031841617,7199.918600917,2681832574,false,74771258615,NaN,100.041,taurusi6484.taurus.hrsk.tu-dresden.de,NaN,7203.27,1,TLE,7200.32,NaN,NaN,2952640914982
138,1559736,1559736,NaN,0,NaN,70.274,NaN,false,NaN,162098556675,NaN,66.4549,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Kakuro-easy-036-ext.xml.hg/0,78293197932,4.48631,61.9686,NaN,37327070,NaN,26724086,NaN,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,NaN,383439282,70.117564202,62825422,false,369443008,NaN,94.5654,taurusi6340.taurus.hrsk.tu-dresden.de,NaN,66.4549,0,RTE,70.274,NaN,NaN,40348912921
139,822892,822892,1,0,[0.06552648544311523],4.14098,0.13431859016418457,false,5,8524198874,[1],3.6351,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/rand-25-10-25-87-49.xml.hg/0,4754164732,0.417529,3.21757,25,828128,2,2603733,5.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,75,NaN,6031040,4.001765552,3314892,false,1357122,1,87.7835,taurusi6586.taurus.hrsk.tu-dresden.de,[0],3.6351,0,OK,4.14098,NaN,bdbb6c9851ce7038a1757a44e320cc98211fdf7d5c21f0fa78cb6ce85368b485,2630187744
140,757872,757872,1,0,[],1.74463,0,false,4.0,2751151476,[],1.28156,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/pigeonsPlus-08-03.xml.hg/0,991171367,0.301743,0.979818,32,362775,3,1482643,4.0,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,44,NaN,2904054,1.613447846,1498608,false,994808,1,73.4575,taurusi6520.taurus.hrsk.tu-dresden.de,[],1.28156,0,OK,1.74463,NaN,8c24c9f505a66d19c39de80f4060bcd0e17703f19e1f87634e21c154918cc3bd,567438324
141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,output/fhtd/default[sp=lib+z3-4.8.7-x64-ubuntu-16.04+bin+z3]/hypergraphs/hyperbench/csp_application/Pi-20-10-20-30-26.xml.hg/0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,unknown,NaN,NaN,9,RTE,NaN,NaN,NaN,NaN
